orderCode,lane,customer,pickZipCode,dropZipCode,startMarket,endMarket,shipmentStatus,revenue,cost,profit,deliveredDate
"P-85656-2603","LAX → LAX","Back to the Roots, Inc","90021","92618-3511","LAX","LAX","Complete",88,86.02,1.98,"2026-01-20"
"P-70371-2602","IND → LAX","Worldwide Express","46220","91343","IND","LAX","Complete",314.08,269.43,44.65,"2026-01-20"
"P-44654-2602","ATL → MIA","Worldwide Express","30168","33411","ATL","MIA","Complete",306,245.47,60.53,"2026-01-20"
"P-117687-2602","LAX → MCO","Landstar Global Logistics","90222","32819","LAX","MCO","Complete",306.8,309.89,-3.09,"2026-01-20"
"P-31279-2602","DAY → LAX","Landstar Global Logistics","45402","92311","DAY","LAX","Complete",399.8,384.04,15.76,"2026-01-20"
"P-80806-2603","SBN → ORD","Portever Shipping","49071","60007","SBN","ORD","Complete",134.26,112.24,22.02,"2026-01-20"
"P-23283-2603","CMH → TPA","FreightCenter Inc","43074","34211","CMH","TPA","Complete",300,228.91,71.09,"2026-01-20"
"P-46941-2603","DFW → IAH","Stride Logistics","75050","77407","DFW","IAH","Complete",145,162.07,-17.07,"2026-01-20"
"P-85952-2603","LAX → LAX","Back to the Roots, Inc","90021","92211","LAX","LAX","Complete",168,111.17,56.83,"2026-01-20"
"P-20177-2603","DFW → IAD","Priority1","75007","20152","DFW","IAD","Complete",223.6,192.51,31.09,"2026-01-20"
"P-22021-2603","IAH → LAX","Worldwide Express","77018","91311","IAH","LAX","Complete",187.22,287.05,-99.83,"2026-01-20"
"P-84969-2603","SEA → SEA","Back to the Roots, Inc","98134","98501","SEA","SEA","Complete",106,115.5,-9.5,"2026-01-20"
"P-112622-2602","LAX → MIA","Worldwide Express","91311","33309","LAX","MIA","Complete",331.2,305.64,25.56,"2026-01-20"
"P-84145-2603","TPA → TPA","Back to the Roots, Inc","33619","33936","TPA","TPA","Complete",181,100.27,80.73,"2026-01-20"
"P-55157-2602","EWR → MCO","Worldwide Express","07512","32746","EWR","MCO","Complete",260.2,223.91,36.29,"2026-01-20"
"P-84399-2602","LAX → TPA","Elogistek LLC","91744","34229","LAX","TPA","Complete",374.2,340.45,33.75,"2026-01-20"
"P-44443-2603","SFO → SMF","Back to the Roots, Inc","95131","95624","SFO","SMF","Complete",179,91.85,87.15,"2026-01-20"
"P-105686-2602","LAX → AUS","Worldwide Express","90021","78752","LAX","AUS","Complete",330,371.72,-41.72,"2026-01-20"
"P-39919-2603","LAX → LAX","Priority1","91761","91364","LAX","LAX","Complete",227.5,223.53,3.97,"2026-01-20"
"P-134177-2602","RDU → DEN","Source Direct Inc","27893","80233","RDU","DEN","Complete",363.4,296.74,66.66,"2026-01-20"
"P-18773-2603","SDF → MSP","Blue Grace Logistics","47130","55076","SDF","MSP","Complete",175.16,260.05,-84.89,"2026-01-20"
"P-85171-2603","TPA → TPA","Back to the Roots, Inc","33619","33914","TPA","TPA","Complete",174,97.43,76.57,"2026-01-20"
"P-69328-2602","LAX → MSY","Worldwide Express","90022","39571","LAX","MSY","Complete",1050,833.96,216.04,"2026-01-20"
"P-85687-2603","LAX → LAX","Back to the Roots, Inc","90021","90077","LAX","LAX","Complete",60,62.97,-2.97,"2026-01-20"
"P-122137-2602","SFO → PDX","Gopuff","94806","97302","SFO","PDX","Complete",55,51.38,3.62,"2026-01-20"
"P-136953-2602","IAD → DFW","Worldwide Express","22310","76115","IAD","DFW","Complete",429.2,444.61,-15.41,"2026-01-20"
"P-21277-2602","CHA → MKE","Worldwide Express","30721","53562","CHA","MKE","Complete",266.6,587.61,-321.01,"2026-01-20"
"P-85685-2602","LAX → EWR","Worldwide Express","91761","19122","LAX","EWR","Complete",415,485.03,-70.03,"2026-01-20"
"P-93758-2602","DFW → SHV","Back to the Roots, Inc","75050","75457","DFW","SHV","Complete",197,129.02,67.98,"2026-01-20"
"P-20127-2603","SDF → IAH","Blue Grace Logistics","47130","77407","SDF","IAH","Complete",215.36,162.15,53.21,"2026-01-20"
"P-139884-2602","LAX → PDX","Worldwide Express","90220","97124","LAX","PDX","Complete",245,266.76,-21.76,"2026-01-20"
"P-91777-2602","MIA → IAD","Worldwide Express","33178","20151","MIA","IAD","Complete",224.84,195.65,29.19,"2026-01-20"
"P-44428-2603","TPA → TPA","Back to the Roots, Inc","33619","34238","TPA","TPA","Complete",107,76.51,30.49,"2026-01-20"
"P-94265-2602","DFW → DFW","Back to the Roots, Inc","75050","76266","DFW","DFW","Complete",100,120.68,-20.68,"2026-01-20"
"P-144763-2602","DFW → MCO","Worldwide Express","75062","32935","DFW","MCO","Complete",224.6,236.62,-12.02,"2026-01-20"
"P-22484-2603","IAH → CLT","Worldwide Express","77047","28203","IAH","CLT","Complete",677.28,440.43,236.85,"2026-01-20"
"P-85593-2603","ATL → ATL","Back to the Roots, Inc","30297","30030-2310","ATL","ATL","Complete",60,72.03,-12.03,"2026-01-20"
"P-16112-2603","DTW → DTW","Gopuff","48315","48103","DTW","DTW","Complete",130,96.59,33.41,"2026-01-20"
"P-23162-2603","MIA → BNA","Xtend TMS (dba Valley Companies)","33018","37211","MIA","BNA","Complete",186.6,130.01,56.59,"2026-01-20"
"P-122486-2602","LAX → LAX","Gopuff (Bevmo!)","90021","92262","LAX","LAX","Complete",300,216.81,83.19,"2026-01-20"
"P-86962-2602","LAX → TPA","Worldwide Express","91789","33634","LAX","TPA","Complete",346.2,309.94,36.26,"2026-01-20"
"P-47776-2602","EWR → IAD","Worldwide Express","07001","22301","EWR","IAD","Complete",243.8,264.22,-20.42,"2026-01-20"
"P-43825-2603","","Back to the Roots, Inc","77055","77856","IAH","","Complete",218,183.99,34.01,"2026-01-20"
"P-84873-2603","LAS → LAS","Back to the Roots, Inc","89118","89128","LAS","LAS","Complete",60,78.44,-18.44,"2026-01-20"
"P-104397-2602","EWR → MCO","Gopuff","08003","32818","EWR","MCO","Complete",65,57.95,7.05,"2026-01-20"
"P-12682-2603","LAX → LAX","Elogistek LLC","91766","90015","LAX","LAX","Complete",102,115.44,-13.44,"2026-01-20"
"P-45238-2602","DEN → RDU","Nolan Transportation Group","80135","27809","DEN","RDU","Complete",280.31,260.26,20.05,"2026-01-20"
"P-81171-2602","IAH → EWR","Priority1","77034","07503","IAH","EWR","Complete",278.2,216.65,61.55,"2026-01-20"
"P-85896-2603","SEA → SEA","Back to the Roots, Inc","98134","98335-7705","SEA","SEA","Complete",79,109.03,-30.03,"2026-01-20"
"P-84327-2603","MCO → MIA","Back to the Roots, Inc","32824","33469","MCO","MIA","Complete",189,177.91,11.09,"2026-01-20"
"P-44308-2603","IAH → IAH","Back to the Roots, Inc","77055","77318","IAH","IAH","Complete",91,145.79,-54.79,"2026-01-20"
"P-125796-2602","IAH → MIA","Priority1","77063","33304","IAH","MIA","Complete",227,194.44,32.56,"2026-01-20"
"P-22916-2603","EWR → EWR","Worldwide Express","08332","10010","EWR","EWR","Complete",130,236.81,-106.81,"2026-01-20"
"P-99252-2602","IAH → MSP","Armstrong Transport Group","77477","54014","IAH","MSP","Complete",302.2,330.14,-27.94,"2026-01-20"
"P-107584-2602","CLT → IAH","Priority1","28273","77057","CLT","IAH","Complete",202.44,617.93,-415.49,"2026-01-20"
"P-124114-2602","EWR → MIA","Worldwide Express","07071","33147","EWR","MIA","Complete",251.6,224.48,27.12,"2026-01-20"
"P-105911-2602","LAX → PDX","Priority1","91803","97205","LAX","PDX","Complete",225,277.77,-52.77,"2026-01-20"
"P-33315-2603","MDT → EWR","eShipping - Sunlighten Saunas","17109","10707","MDT","EWR","Complete",275,148.24,126.76,"2026-01-20"
"P-120409-2602","MIA → TPA","Worldwide Express","33181","33715","MIA","TPA","Complete",199,144.49,54.51,"2026-01-20"
"P-71265-2601","MCO → PDX","Xtend TMS (dba Valley Companies)","32746","97062","MCO","PDX","Complete",537.95,530.38,7.57,"2026-01-20"
"P-84385-2603","IAD → IAD","Back to the Roots, Inc","22079","20121","IAD","IAD","Complete",60,79.33,-19.33,"2026-01-20"
"P-85867-2603","SFO → SFO","Back to the Roots, Inc","95131","94002-1247","SFO","SFO","Complete",64,81.16,-17.16,"2026-01-20"
"P-120985-2602","LAX → LAX","Gopuff (Bevmo!)","90021","91739","LAX","LAX","Complete",110,165.65,-55.65,"2026-01-20"
"P-130979-2602","LAX → PHX","Altitude Logistics, Inc","93021","85756","LAX","PHX","Complete",383,271.34,111.66,"2026-01-20"
"P-55578-2602","IAD → PHX","Altitude Logistics, Inc","20166","85756","IAD","PHX","Complete",489.8,396.3,93.5,"2026-01-20"
"P-76656-2601","ATL → PHX","Altitude Logistics, Inc","30115","85756","ATL","PHX","Complete",1322,882.39,439.61,"2026-01-20"
"P-122202-2602","SFO → PDX","Gopuff","94806","97030","SFO","PDX","Complete",220,126.9,93.1,"2026-01-20"
"P-107046-2602","EWR → EWR","Worldwide Express","08016","08065","EWR","EWR","Complete",175,194.93,-19.93,"2026-01-20"
"P-141282-2602","ATL → CLT","GLB Trucking LLC dba GLB Solutions","30071","28277","ATL","CLT","Complete",181.2,127.65,53.55,"2026-01-20"
"P-35803-2603","RDU → GSO","Gopuff","27703","27101","RDU","GSO","Complete",110,104.11,5.89,"2026-01-20"
"P-41449-2603","EWR → EWR","Priority1","07032","11213","EWR","EWR","Complete",250,258.03,-8.03,"2026-01-20"
"P-104471-2602","EWR → JAX","Gopuff","08003","32601","EWR","JAX","Complete",80,75.13,4.87,"2026-01-20"
"P-20233-2603","MEM → MCO","Priority1","38053","32819","MEM","MCO","Complete",207.6,226.56,-18.96,"2026-01-20"
"P-137052-2602","IAH → MCO","Priority1","77036","32808","IAH","MCO","Complete",215.6,182.5,33.1,"2026-01-20"
"P-85117-2603","BNA → HSV","Back to the Roots, Inc","37217","38460","BNA","HSV","Complete",159,210,-51,"2026-01-20"
"P-83999-2603","BNA → BNA","Back to the Roots, Inc","37217","37122","BNA","BNA","Complete",60,49.58,10.42,"2026-01-20"
"P-85563-2603","LAX → LAX","Back to the Roots, Inc","90021","90503","LAX","LAX","Complete",60,78.96,-18.96,"2026-01-20"
"P-43974-2603","PDX → PDX","Back to the Roots, Inc","97222","97202-5013","PDX","PDX","Complete",60,84.7,-24.7,"2026-01-20"
"P-138304-2602","MCO → DEN","Worldwide Express","32792","80224","MCO","DEN","Complete",287.08,266.49,20.59,"2026-01-20"
"P-104944-2602","IND → CVG","Gopuff","46241","40508","IND","CVG","Complete",58,75.98,-17.98,"2026-01-20"
"P-74668-2601","IND → CVG","Gopuff","46241","40508","IND","CVG","Complete",116,166.77,-50.77,"2026-01-20"
"P-38843-2603","LAX → SMF","Worldwide Express","91761","95991","LAX","SMF","Complete",185,297.92,-112.92,"2026-01-20"
"P-131876-2602","ORD → MIA","GLB Trucking LLC dba GLB Solutions","60142","33054","ORD","MIA","Complete",448.25,368.34,79.91,"2026-01-20"
"P-84904-2603","SEA → SEA","Back to the Roots, Inc","98134","98075","SEA","SEA","Complete",60,103.87,-43.87,"2026-01-20"
"P-100613-2602","ATL → EWR","Worldwide Express","30318","07450","ATL","EWR","Complete",308,244.24,63.76,"2026-01-20"
"P-44483-2603","LAX → LAX","Back to the Roots, Inc","90021","90404-2044","LAX","LAX","Complete",60,63.55,-3.55,"2026-01-20"
"P-23115-2603","MIA → ATL","Xtend TMS (dba Valley Companies)","33018","30022","MIA","ATL","Complete",186.6,147.42,39.18,"2026-01-20"
"P-97919-2602","DEN → IAH","Priority1","80640","77081","DEN","IAH","Complete",220.16,183.22,36.94,"2026-01-20"
"P-134761-2602","ORD → LAX","GLB Trucking LLC dba GLB Solutions","60060","90245","ORD","LAX","Complete",265,298.5,-33.5,"2026-01-20"
"P-91694-2602","MCO → EWR","FreightCenter Inc","34771","18045","MCO","EWR","Complete",258.84,278.36,-19.52,"2026-01-20"
"P-132951-2602","EWR → DEN","Unishippers","08057","80223","EWR","DEN","Complete",300,310.14,-10.14,"2026-01-20"
"P-25559-2603","ATL → MIA","Worldwide Express","30122","33166","ATL","MIA","Complete",221,191.46,29.54,"2026-01-20"
"P-121087-2602","LAX → LAX","Gopuff (Bevmo!)","90021","91784","LAX","LAX","Complete",110,134.68,-24.68,"2026-01-20"
"P-133076-2602","TPA → DFW","Priority1","33605","76051","TPA","DFW","Complete",217.84,180.69,37.15,"2026-01-20"
"P-08416-2601","EWR → LAX","B-Stock Solutions Inc","07036","91730","EWR","LAX","Complete",465,522.67,-57.67,"2026-01-20"
"P-65394-2552","SFO → LAX","CookUnity Inc","94587","90022","SFO","LAX","Complete",600,415.56,184.44,"2026-01-20"
"P-47585-2603","PHX → PHX","Pitney Bowes Presort Services, LLC","85044","85726","PHX","PHX","Complete",325,218.38,106.62,"2026-01-20"
"P-104513-2602","EWR → JAX","Gopuff","08003","32216","EWR","JAX","Complete",190,161.13,28.87,"2026-01-20"
"P-35813-2603","RDU → GSO","Gopuff","27703","27406","RDU","GSO","Complete",110,95.89,14.11,"2026-01-20"
"P-43579-2603","LAX → SEA","Worldwide Express","92841","98312","LAX","SEA","Complete",245,310.11,-65.11,"2026-01-20"
"P-20703-2603","ORD → LAX","Worldwide Express","60131","91730","ORD","LAX","Complete",2286,2152.72,133.28,"2026-01-20"
"P-131262-2602","ATL → RDU","Worldwide Express","30040","28306","ATL","RDU","Complete",171.08,214.52,-43.44,"2026-01-20"
"P-42023-2603","LAX → SFO","Worldwide Express","90703","94080","LAX","SFO","Complete",285,229.65,55.35,"2026-01-20"
"P-43911-2603","TPA → TPA","Back to the Roots, Inc","33619","33616","TPA","TPA","Complete",60,55.95,4.05,"2026-01-20"
"P-16134-2603","DTW → DTW","Gopuff","48315","48202","DTW","DTW","Complete",195,127.11,67.89,"2026-01-20"
"P-119222-2602","DFW → TYS","Source Alliance","75040","37871","DFW","TYS","Complete",235,321.99,-86.99,"2026-01-20"
"P-17842-2603","MIA → IAD","Worldwide Express","33309","22213","MIA","IAD","Complete",224.84,237.81,-12.97,"2026-01-20"
"P-122284-2602","SFO → PDX","Gopuff","94806","98684","SFO","PDX","Complete",55,31.91,23.09,"2026-01-20"
"P-121066-2602","LAX → LAX","Gopuff (Bevmo!)","90021","92262","LAX","LAX","Complete",900,439.75,460.25,"2026-01-20"
"P-20379-2603","GSO → BHM","Worldwide Express","27025","35124","GSO","BHM","Complete",194.24,208.15,-13.91,"2026-01-20"
"P-41657-2553","CMH → DFW","Aritzia (United States of Aritzia)","43125","75050","CMH","DFW","Complete",1924,2620,-696,"2026-01-20"
"P-122093-2602","SFO → PDX","Gopuff","94806","97202","SFO","PDX","Complete",330,265.92,64.08,"2026-01-20"
"P-15242-2601","LAX → DFW","Denson Exports","90248","76051","LAX","DFW","Complete",841.22,277.83,563.39,"2026-01-20"
"P-104731-2602","EWR → PNS","Gopuff","08003","32505","EWR","PNS","Complete",225,139.61,85.39,"2026-01-20"
"P-140282-2550","EWR → ATL","Priority1","11203","30144","EWR","ATL","Complete",309.8,265.93,43.87,"2026-01-20"
"P-118774-2602","MEM → CLT","Worldwide Express","38106","29730","MEM","CLT","Complete",204.24,194.2,10.04,"2026-01-20"
"P-19445-2603","ORD → TPA","Priority1","60455","34235","ORD","TPA","Complete",281,185.16,95.84,"2026-01-20"
"P-45113-2603","CLT → CAE","Back to the Roots, Inc","28273","29223-6406","CLT","CAE","Complete",187,150,37,"2026-01-20"
"P-19306-2603","DFW → MIA","Priority1","76140","33166","DFW","MIA","Complete",233,171.67,61.33,"2026-01-20"
"P-98751-2602","EWR → DFW","Worldwide Express","07306","75209","EWR","DFW","Complete",245.2,311.28,-66.08,"2026-01-20"
"P-98638-2602","LAX → RDU","Tea Land Boba","91722","28314","LAX","RDU","Complete",432.89,352.7,80.19,"2026-01-20"
"P-51285-2603","LAX → SFO","Worldwide Express","90248","94544","LAX","SFO","Complete",200,180.92,19.08,"2026-01-20"
"P-119738-2602","LAX → DAY","Worldwide Express","91786","45373","LAX","DAY","Complete",288.84,401.89,-113.05,"2026-01-20"
"P-122316-2602","LAX → LAX","Gopuff (Bevmo!)","90021","91739","LAX","LAX","Complete",55,68.6,-13.6,"2026-01-20"
"P-124494-2602","IAH → CMH","Armstrong Transport Group","77477","43081","IAH","CMH","Complete",246.36,170.57,75.79,"2026-01-20"
"P-116524-2602","PNS → PNS","Back to the Roots, Inc","32505","32571-9173","PNS","PNS","Complete",60,157.94,-97.94,"2026-01-20"
"P-44698-2603","SAT → SAT","Back to the Roots, Inc","78218","78255","SAT","SAT","Complete",60,49.53,10.47,"2026-01-20"
"P-84413-2603","MCO → MIA","Back to the Roots, Inc","32824","33162","MCO","MIA","Complete",239,206.88,32.12,"2026-01-20"
"P-35503-2602","LAX → IAD","Worldwide Express","90248","22042","LAX","IAD","Complete",329.8,491.2,-161.4,"2026-01-20"
"P-144216-2602","LAX → SEA","Worldwide Express","91706","98072","LAX","SEA","Complete",245,306.85,-61.85,"2026-01-20"
"P-120791-2602","SAN → SAN","Gopuff (Bevmo!)","92064","92054","SAN","SAN","Complete",180,135.39,44.61,"2026-01-20"
"P-85393-2602","LAX → RDU","Armstrong Transport Group","92236","27609","LAX","RDU","Complete",397.44,604.64,-207.2,"2026-01-20"
"P-119328-2602","MSP → MIA","Priority1","55445","33131","MSP","MIA","Complete",276.6,218.97,57.63,"2026-01-20"
"P-104427-2602","EWR → JAX","Gopuff","08003","32206","EWR","JAX","Complete",190,163.75,26.25,"2026-01-20"
"P-66887-2601","LAX → BWI","Landstar Global Logistics","92507","20705","LAX","BWI","Complete",743.3,1179.46,-436.16,"2026-01-20"
"P-66063-2602","IAH → IND","Priority1","77034","46037","IAH","IND","Complete",221.84,128.97,92.87,"2026-01-20"
"P-59083-2602","LAX → PDX","Priority1","91730","97214","LAX","PDX","Complete",252,245.96,6.04,"2026-01-20"
"P-121668-2602","LAX → LAX","Gopuff (Bevmo!)","90021","91604","LAX","LAX","Complete",165,134.31,30.69,"2026-01-20"
"P-22144-2603","IAH → MIA","Worldwide Express","77055","33314","IAH","MIA","Complete",221,184.38,36.62,"2026-01-20"
"P-84173-2603","SFO → SFO","Back to the Roots, Inc","95131","94066","SFO","SFO","Complete",77,83.68,-6.68,"2026-01-20"
"P-111745-2602","CMH → LAX","Worldwide Express","43004","92878","CMH","LAX","Complete",248,263.81,-15.81,"2026-01-20"
"P-135103-2602","BWI → MIA","Worldwide Express","21076","33166","BWI","MIA","Complete",256.6,196.05,60.55,"2026-01-20"
"P-118229-2602","LAX → SMF","Worldwide Express","91733","94533","LAX","SMF","Complete",275,182.85,92.15,"2026-01-20"
"P-84352-2603","DFW → DFW","Back to the Roots, Inc","75050","75238","DFW","DFW","Complete",62,97.79,-35.79,"2026-01-20"
"P-60762-2602","DEN → DEN","Gopuff","80239","80227","DEN","DEN","Complete",50,47.24,2.76,"2026-01-20"
"P-44006-2603","IAH → IAH","Back to the Roots, Inc","77055","77030","IAH","IAH","Complete",81,61.69,19.31,"2026-01-20"
"P-134809-2602","MIA → BHM","Nolan Transportation Group","33172","35216","MIA","BHM","Complete",181.16,135.57,45.59,"2026-01-20"
"P-61206-2602","DEN → DEN","Gopuff","80239","80222","DEN","DEN","Complete",50,46.53,3.47,"2026-01-20"
"P-38734-2603","IAH → SAT","Elogistek LLC","77494","78023","IAH","SAT","Complete",205,238.39,-33.39,"2026-01-20"
"P-16075-2603","DTW → DTW","Gopuff","48315","48072","DTW","DTW","Complete",195,126.3,68.7,"2026-01-20"
"P-121728-2602","LAX → LAX","Gopuff (Bevmo!)","90021","92508","LAX","LAX","Complete",275,213.01,61.99,"2026-01-20"
"P-138476-2602","LAX → SEA","Worldwide Express","90015","98424","LAX","SEA","Complete",245,290.64,-45.64,"2026-01-20"
"P-80498-2602","LAX → EWR","Worldwide Express","91342","07072","LAX","EWR","Complete",415,597.7,-182.7,"2026-01-20"
"P-44393-2603","SFO → SFO","Back to the Roots, Inc","95131","94542","SFO","SFO","Complete",60,81.58,-21.58,"2026-01-20"
"P-84817-2603","SFO → SFO","Back to the Roots, Inc","95131","95020","SFO","SFO","Complete",80,73.3,6.7,"2026-01-20"
"P-63683-2602","LAX → GSO","Priority1","91745","27409","LAX","GSO","Complete",317.44,497.79,-180.35,"2026-01-20"
"P-15601-2603","SFO → SFO","Gopuff (Bevmo!)","94806","95035","SFO","SFO","Complete",65,55.33,9.67,"2026-01-20"
"P-15734-2603","SFO → SFO","Gopuff (Bevmo!)","94806","95035","SFO","SFO","Complete",260,221.32,38.68,"2026-01-20"
"P-25624-2603","LAX → SFO","Priority1","92562","94534","LAX","SFO","Complete",260,185.35,74.65,"2026-01-20"
"P-42122-2602","EWR → CMH","Elogistek LLC","07064","43205","EWR","CMH","Complete",365.13,391.34,-26.21,"2026-01-20"
"P-52018-2603","LAX → SMF","Priority1","91605","95742","LAX","SMF","Complete",185,266.32,-81.32,"2026-01-20"
"P-19368-2603","LAX → DAY","American Group","90220","45434","LAX","DAY","Complete",269.84,398.92,-129.08,"2026-01-20"
"P-122257-2602","SAN → SAN","Gopuff (Bevmo!)","92064","92083","SAN","SAN","Complete",60,44.37,15.63,"2026-01-20"
"P-121825-2602","SAN → SAN","Gopuff (Bevmo!)","92064","92083","SAN","SAN","Complete",60,44.37,15.63,"2026-01-20"
"P-125035-2602","AUS → LAX","GLB Trucking LLC dba GLB Solutions","78752","91766","AUS","LAX","Complete",378.4,395.55,-17.15,"2026-01-20"
"P-121453-2602","LAX → LAX","Gopuff (Bevmo!)","90021","91205","LAX","LAX","Complete",55,37.34,17.66,"2026-01-20"
"P-49172-2603","LAX → LAX","Worldwide Express","92805","91423","LAX","LAX","Complete",110,75.56,34.44,"2026-01-20"
"P-84934-2603","SFO → SFO","Back to the Roots, Inc","95131","95128-1443","SFO","SFO","Complete",60,66.24,-6.24,"2026-01-20"
"P-99981-2602","LAX → MIA","Logistics Fox","90302","33182","LAX","MIA","Complete",328.2,295.6,32.6,"2026-01-20"
"P-46574-2602","DFW → EWR","Worldwide Express","76177","11434","DFW","EWR","Complete",85,379.6,-294.6,"2026-01-20"
"P-84899-2602","EWR → BHM","Priority1","07657","35209","EWR","BHM","Complete",261.6,211.88,49.72,"2026-01-20"
"P-111566-2602","LAX → SEA","Worldwide Express","91761","98103","LAX","SEA","Complete",350,355.98,-5.98,"2026-01-20"
"P-84088-2603","IAH → IAH","Back to the Roots, Inc","77055","77068","IAH","IAH","Complete",60,68.24,-8.24,"2026-01-20"
"P-107486-2602","SFO → PDX","Aqua US Trade LLC","94545","97062","SFO","PDX","Complete",612.18,546.53,65.65,"2026-01-20"
"P-44276-2603","PHX → PHX","Back to the Roots, Inc","85284","85225","PHX","PHX","Complete",102,220.62,-118.62,"2026-01-20"
"P-25412-2603","ATL → MIA","Priority1","30349","33182","ATL","MIA","Complete",222,189.92,32.08,"2026-01-20"
"P-58515-2602","LAX → MCO","Landstar Global Logistics","92507","32819","LAX","MCO","Complete",347.8,299.28,48.52,"2026-01-20"
"P-58944-2602","LAX → CLT","Landstar Global Logistics","92507","28054","LAX","CLT","Complete",362.44,428.34,-65.9,"2026-01-20"
"P-88685-2602","ORD → ORD","DoorDash","60131","60490","ORD","ORD","Complete",175,63.37,111.63,"2026-01-20"
"P-115494-2602","IAH → SFO","Worldwide Express","77055","94583","IAH","SFO","Complete",280,410.47,-130.47,"2026-01-20"
"P-86074-2601","ALB → ORD","Imperfect Foods","12037","60164","ALB","ORD","Complete",2225,900.62,1324.38,"2026-01-20"
"P-119269-2602","CKB → ORD","Imperfect Foods","21520","60164","CKB","ORD","Complete",800,648.5,151.5,"2026-01-20"
"P-121181-2602","LAX → LAX","Gopuff (Bevmo!)","90021","93551","LAX","LAX","Complete",220,171.69,48.31,"2026-01-20"
"P-121096-2602","LAX → LAX","Gopuff (Bevmo!)","90021","93551","LAX","LAX","Complete",55,42.92,12.08,"2026-01-20"
"P-131694-2602","IAH → MIA","UTB Logistics","77095","33182","IAH","MIA","Complete",235,206.05,28.95,"2026-01-20"
"P-17698-2553","CMH → LAX","Aritzia (United States of Aritzia)","43125","90036","CMH","LAX","Complete",75,44.02,30.98,"2026-01-20"
"P-60885-2602","DEN → DEN","Gopuff","80239","80011","DEN","DEN","Complete",150,136.23,13.77,"2026-01-20"
"P-84117-2603","PNS → PNS","Back to the Roots, Inc","32505","32507","PNS","PNS","Complete",60,86.58,-26.58,"2026-01-20"
"P-138921-2602","ORD → IAH","Priority1","60185","77004","ORD","IAH","Complete",223.6,160.51,63.09,"2026-01-20"
"P-30878-2602","EWR → MIA","Portever Shipping","07066","33182","EWR","MIA","Complete",250.6,203.54,47.06,"2026-01-20"
"P-127124-2602","SFO → LAX","Aritzia (General Freight)","94606","90067","SFO","LAX","Complete",845,223.89,621.11,"2026-01-20"
"P-83848-2603","SAT → SAT","Back to the Roots, Inc","78218","78205","SAT","SAT","Complete",81,93.25,-12.25,"2026-01-20"
"P-43225-2603","","Worldwide Express","92707","85303","LAX","","Complete",205,201.91,3.09,"2026-01-20"
"P-123848-2602","LAX → SMF","Worldwide Express","91768","95661","LAX","SMF","Complete",185,251.45,-66.45,"2026-01-20"
"P-104842-2602","IND → SDF","Gopuff","46241","40204","IND","SDF","Complete",116,128.47,-12.47,"2026-01-20"
"P-104798-2602","IND → SDF","Gopuff","46241","40216","IND","SDF","Complete",174,194.57,-20.57,"2026-01-20"
"P-131513-2602","SMF → LAX","Imperfect Foods","95240","90745","SMF","LAX","Complete",525,496.85,28.15,"2026-01-20"
"P-90178-2603","LAX → LAX","Saks OFF 5th","90601","90048","LAX","LAX","Complete",300,80.03,219.97,"2026-01-20"
"P-125912-2602","EWR → IAH","Priority1","08854","77040","EWR","IAH","Complete",228.2,244.92,-16.72,"2026-01-20"
"P-23486-2603","LAX → PHX","Saks OFF 5th","90601","85305","LAX","PHX","Complete",450,161.21,288.79,"2026-01-20"
"P-34464-2602","EWR → LAX","UTB Logistics","07936","90712","EWR","LAX","Complete",455,456.72,-1.72,"2026-01-20"
"P-117011-2602","LAX → SGU","American Group","91731","84779","LAX","SGU","Complete",441,335.89,105.11,"2026-01-20"
"P-16962-2602","EWR → GSP","Margin Freight Services LLC","07008","29687","EWR","GSP","Complete",285.8,343.46,-57.66,"2026-01-20"
"P-85054-2603","SFO → SFO","Back to the Roots, Inc","95131","94590","SFO","SFO","Complete",117,81.63,35.37,"2026-01-20"
"P-20285-2603","IAH → LAX","Worldwide Express","77494","91731","IAH","LAX","Complete",374.44,661.56,-287.12,"2026-01-20"
"P-14673-2603","SFO → SFO","Gopuff (Bevmo!)","94806","94403","SFO","SFO","Complete",130,143.96,-13.96,"2026-01-20"
"P-15572-2603","SFO → SFO","Gopuff (Bevmo!)","94806","94403","SFO","SFO","Complete",65,71.98,-6.98,"2026-01-20"
"P-121576-2602","","Gopuff (Bevmo!)","92064","92243","SAN","","Complete",180,430,-250,"2026-01-20"
"P-121136-2602","LAX → LAX","Gopuff (Bevmo!)","90021","91205","LAX","LAX","Complete",110,62.35,47.65,"2026-01-20"
"P-96434-2602","LAX → RDU","InXpress LLC","90058","27607","LAX","RDU","Complete",859.68,1309.64,-449.96,"2026-01-20"
"P-137207-2602","PHX → LAX","Worldwide Express","85381","90620","PHX","LAX","Complete",193,422.49,-229.49,"2026-01-20"
"P-119522-2602","DFW → AUS","Stride Logistics","75050","78729","DFW","AUS","Complete",175,240.47,-65.47,"2026-01-20"
"P-121608-2602","LAX → LAX","Gopuff (Bevmo!)","90021","93065","LAX","LAX","Complete",140,132.01,7.99,"2026-01-20"
"P-139652-2602","GSP → MCO","Worldwide Express","29644","32827","GSP","MCO","Complete",201.82,267.74,-65.92,"2026-01-20"
"P-105628-2602","MIA → LAX","GLB Trucking LLC dba GLB Solutions","33054","90807","MIA","LAX","Complete",298.44,242.27,56.17,"2026-01-20"
